Order_ID,Date,Product,Category,Quantity,Unit_Price,Discount,Customer_Age,Payment_Method,Store_Location
ORD-106890,3/15/2023,T-Shirt,Clothing,2,365.02,0.1,19,PayPal,Phoenix
ORD-105012,Invalid_Date,Jeans,Clothing,7,388.79,0.05,29,PayPal,Online
ORD-101397,9/9/2023,Jacket,Clothing,4,61.41,,46,Credit Card,Los Angeles
ORD-101490,6/25/2023,Air Fryer,Home & Kitchen,7,256.16,0,66,Cash,Online
ORD-104990,10/8/2023,USB-C Cable,Electronics,7,37.59,0,,Credit Card,Chicago
ORD-102885,5/20/2023,Socks,Clothing,5,219.37,0.15,66,Credit Card,Phoenix
ORD-103678,10/14/2023,Headphones,Electronics,7,168.7,0,20,Cash,Phoenix
ORD-101043,6/13/2023,USB-C Cable,Electronics,8,397.13,0.15,35,PayPal,Online
ORD-104039,3/4/2023,Mechanical Keyboard,Electronics,8,N/A,0.2,54,Apple Pay,Chicago
ORD-105229,10/2/2023,Jacket,Clothing,2,128.11,0,58,Cash,Los Angeles
ORD-107733,6/3/2023,Lip Balm,Beauty,2,224.26,0,67,Apple Pay,Los Angeles
ORD-100258,2/28/2023,Moisturizer,Beauty,9,325.1,0.05,58,Cash,Los Angeles
ORD-107764,12/4/2023,Socks,Clothing,2,487.16,0.15,60,,Houston
ORD-108873,12/30/2023,Biography,Books,6,369.26,0.15,58,Debit Card,Phoenix
ORD-108249,4/29/2023,Shampoo,Beauty,6,111.56,0,46,Debit Card,Los Angeles
ORD-102836,6/7/2023,Monitor,Electronics,8,495.14,0.05,39,PayPal,Online
ORD-109261,8/7/2023,Sunscreen,Beauty,8,362.29,,54,Apple Pay,Los Angeles
ORD-102090,10/9/2023,Jacket,Clothing,1,186.66,0.1,64,Cash,Online
ORD-100703,3/3/2023,Wireless Mouse,Electronics,5,312.35,0.05,31,Debit Card,Phoenix
ORD-100504,2/18/2023,Mechanical Keyboard,Electronics,5,50000,0.2,27,PayPal,Los Angeles
ORD-103828,5/21/2023,History Book,Books,3,282.45,0.05,20,Credit Card,Chicago
ORD-109077,8/22/2023,Python Guide,Books,5,376.9,0.05,43,PayPal,Los Angeles
ORD-101346,3/21/2023,Mug,Home & Kitchen,5,472.96,0.15,37,Apple Pay,New York
ORD-109676,7/25/2023,Mug,Home & Kitchen,4,9999.99,0.2,70,Credit Card,New York
ORD-108828,12/14/2023,Mechanical Keyboard,Electronics,9,339.86,0.05,64,Credit Card,New York
ORD-102249,2/15/2023,Monitor,Electronics,8,393.04,0.1,31,Debit Card,Online
ORD-109058,1/25/2023,Sunscreen,Beauty,1,275.06,0.15,21,Credit Card,Online
ORD-100373,4/8/2023,Wireless Mouse,Electronics,9,-1,0.2,55,Debit Card,Houston
ORD-108701,4/8/2023,Perfume,Beauty,9,118.48,0.15,61,Apple Pay,Online
ORD-109882,5/6/2023,Jeans,Clothing,1,337.54,0.2,45,Apple Pay,Los Angeles
ORD-102007,2/24/2023,Perfume,Beauty,1,114.47,0.2,61,Credit Card,Los Angeles
ORD-104122,7/28/2023,Jacket,Clothing,6,204.15,0.2,,Debit Card,Houston
ORD-109808,3/17/2023,Mechanical Keyboard,Electronics,3,362.16,0.1,19,Credit Card,Phoenix
ORD-104300,3/1/2023,Moisturizer,Beauty,7,158.29,0.15,39,PayPal,Online
ORD-102499,3/20/2023,Fiction Novel,Books,7,420.06,0.2,N/A,PayPal,New York
ORD-108574,3/17/2023,USB-C Cable,Electronics,3,339.3,0.05,62,Apple Pay,Chicago
ORD-105971,5/20/2023,Monitor,Electronics,9,11.28,0.05,30,Cash,Phoenix
ORD-102103,11/23/2023,Shampoo,Beauty,5,307.69,0.15,71,Cash,Online
ORD-100998,8/14/2023,Biography,Books,3,,0.05,52,PayPal,Phoenix
ORD-108431,11/30/2023,Mug,Home & Kitchen,9,408.53,0,45,Apple Pay,Houston
ORD-108905,1/15/2023,Monitor,Electronics,8,83.13,0,73,Credit Card,Los Angeles
ORD-101177,3/28/2023,Air Fryer,Home & Kitchen,6,48.64,0,28,PayPal,New York
ORD-100552,9/29/2023,Perfume,Beauty,3,20.4,0.05,Unknown,Apple Pay,New York
ORD-100745,1/9/2023,Sunscreen,Beauty,2,50000,0,28,Cash,Online
ORD-105939,12/21/2023,T-Shirt,Clothing,9,474.21,0.1,45,PayPal,Phoenix
ORD-103502,6/15/2023,Jeans,Clothing,N/A,218.87,0.05,25,PayPal,Houston
ORD-106692,11/19/2023,Wireless Mouse,Electronics,4,499.57,0.2,43,Apple Pay,Chicago
ORD-103054,12/8/2023,Mug,Home & Kitchen,2,284.76,0.1,67,Apple Pay,Chicago
ORD-105121,12/23/2023,Perfume,Beauty,5,123.72,0.1,19,Debit Card,Online
ORD-109771,9/2/2023,USB-C Cable,Electronics,8,258.89,0.05,66,Credit Card,Phoenix
ORD-107302,6/30/2023,Wireless Mouse,Electronics,9,309.44,0.05,26,Apple Pay,New York
ORD-108116,7/20/2023,Monitor,Electronics,5,268.11,0,67,Debit Card,New York
ORD-109226,6/6/2023,Shampoo,Beauty,2,126.31,0.15,35,PayPal,New York
ORD-104606,2/14/2023,Coffee Maker,Home & Kitchen,6,337.07,0.2,31,Apple Pay,Phoenix
ORD-103308,5/17/2023,Socks,Clothing,6,153.21,0,52,Cash,Online
ORD-105720,9/18/2023,Data Science 101,Books,5,166.99,0,64,Debit Card,Los Angeles
ORD-105817,11/3/2023,Air Fryer,Home & Kitchen,7,452.35,0.05,32,PayPal,Chicago
ORD-107047,3/5/2023,Mug,Home & Kitchen,2,15.62,0.05,44,Debit Card,los angeles
ORD-106504,1/15/2023,Jeans,Clothing,8,231.91,0.2,20,Apple Pay,Houston
ORD-100694,1/4/2023,Air Fryer,Home & Kitchen,7,337.46,0.05,57,Debit Card,Houston
ORD-102534,5/27/2023,Jeans,Clothing,6,455.36,0.1,200,Credit Card,Houston
ORD-104826,9/9/2023,Fiction Novel,Books,8,9999.99,0.1,21,PayPal,New York
ORD-100983,11/9/2023,Lip Balm,Beauty,7,319.53,0.1,47,Debit Card,Online
ORD-104394,6/15/2023,Monitor,Electronics,9,310.86,0.2,66,,Los Angeles
ORD-100080,5/2/2023,Lip Balm,Beauty,5,33.81,0,64,Apple Pay,Chicago
ORD-104338,4/16/2023,Socks,Clothing,3,202.19,0.05,48,Credit Card,Chicago
ORD-109301,6/15/2023,Hoodie,Clothing,2,220.38,0.05,21,Cash,Phoenix
ORD-106921,1/9/2023,Cookware Set,Home & Kitchen,8,273.27,0.05,61,Cash,Houston
ORD-103880,3/30/2023,Shampoo,Beauty,4,419.9,0,31,Apple Pay,Los Angeles
ORD-107772,8/3/2023,Mechanical Keyboard,Electronics,1,,0.1,36,Debit Card,Chicago
ORD-103881,1/7/2023,Moisturizer,Beauty,8,206.73,0,53,Debit Card,Los Angeles
ORD-109742,8/5/2023,Socks,Clothing,2,329.76,0.15,21,Debit Card,Phoenix
ORD-100262,4/13/2023,Mug,Home & Kitchen,4,423.05,0,31,Apple Pay,Online
ORD-102143,6/17/2023,Cookware Set,Home & Kitchen,6,69.52,0.1,22,DEBIT CARD,Chicago
ORD-108779,3/25/2023,Blender,Home & Kitchen,8,368.32,0,18,PayPal,Houston
ORD-102269,12/17/2023,Lip Balm,Beauty,3,391.85,0.2,150,Debit Card,Los Angeles
ORD-100446,6/30/2023,Monitor,Electronics,2,316.5,0.05,54,PayPal,New York
ORD-105533,4/12/2023,Wireless Mouse,Electronics,3,246.85,0.2,200,Debit Card,New York
ORD-107073,2/9/2023,Perfume,Beauty,6,139.48,0,56,Debit Card,Chicago
ORD-103953,1/27/2023,Perfume,Beauty,9,422.27,0.05,47,Debit Card,Online
ORD-107074,5/20/2023,Cookware Set,Home & Kitchen,8,263.65,0.15,64,Debit Card,New York
ORD-104439,5/21/2023,USB-C Cable,Electronics,2,370.97,0.1,66,Credit Card,Houston
ORD-101702,12/22/2023,Perfume,Beauty,9,137.25,0.15,N/A,Debit Card,Houston
ORD-107730,6/26/2023,Data Science 101,Books,4,96.58,0.2,65,Cash,Phoenix
ORD-102527,11/4/2023,Headphones,Electronics,7,335.12,0.1,62,Credit Card,Houston
ORD-103974,6/2/2023,Monitor,Electronics,7,9999.99,0.05,27,Apple Pay,New York
ORD-100069,1/13/2023,Fiction Novel,Books,2,434.2,0.15,24,Cash,Chicago
ORD-101169,1/15/2023,Air Fryer,Home & Kitchen,6,346.71,0.2,42,PayPal,Online
ORD-100049,2023-13-45,Perfume,Beauty,1,124.72,0.15,22,Credit Card,Los Angeles
ORD-101054,5/9/2023,Blender,Home & Kitchen,9,198,0.15,61,PayPal,Phoenix
ORD-100085,7/23/2023,Wireless Mouse,Electronics,1,159.15,0.05,150,Apple Pay,Los Angeles
ORD-100881,11/18/2023,Wireless Mouse,Electronics,5,417.73,0.15,71,,New York
ORD-102652,11/6/2023,Lip Balm,Beauty,2,138.41,0.2,55,PayPal,Houston
ORD-105839,1/30/2023,Moisturizer,Beauty,2,268.72,0.1,44,APPLE PAY,New York
ORD-102440,11/20/2023,Monitor,Electronics,6,120.6,,57,PayPal,Phoenix
ORD-103945,Invalid_Date,Hoodie,Clothing,4,96.09,0.2,55,PayPal,Online
ORD-105024,2/6/2023,Cookware Set,Home & Kitchen,4,401.53,0.1,25,Apple Pay,Chicago
ORD-101468,2/14/2023,Fiction Novel,Books,5,72.19,0,59,Credit Card,New York
ORD-106966,11/16/2023,USB-C Cable,Electronics,3,36.57,0.2,62,Cash,New York
ORD-103438,5/30/2023,Headphones,ELECTRONICS,2,365.54,0,44,Credit Card,Phoenix
ORD-102442,9/16/2023,USB-C Cable,Electronics,7,141.4,0.2,59,Apple Pay,New York
ORD-104986,5/20/2023,Jacket,Clothing,6,338.58,0.2,55,Apple Pay,Chicago
ORD-100231,Invalid_Date,Python Guide,Books,6,388.05,0.2,61,Cash,Online
ORD-101321,9/17/2023,Monitor,Electronics,2,379.32,0.2,58,PayPal,Chicago
ORD-100042,10/7/2023,Air Fryer,Home & Kitchen,1,365.47,0.2,200,PayPal,New York
ORD-103040,7/17/2023,Blender,Home & Kitchen,1,431,0,22,PayPal,New York
ORD-100778,11/18/2023,Jacket,Clothing,3,9999.99,0.2,51,Debit Card,Los Angeles
ORD-109217,9/3/2023,Jacket,Clothing,6,440.67,0.15,N/A,Debit Card,Phoenix
ORD-104681,2/14/2023,Python Guide,Books,-5,255.18,0.2,45,Debit Card,Los Angeles
ORD-101730,12/22/2023,Perfume,Beauty,5,32.08,0.05,42,Debit Card,New York
ORD-107364,5/12/2023,History Book,Books,6,160.19,0.15,60,Debit Card,Phoenix
ORD-100580,8/2/2023,Perfume,Beauty,7,,0,35,Cash,Chicago
ORD-104229,3/22/2023,Sunscreen,Beauty,1,352.65,0.15,33,Apple Pay,Houston
ORD-106226,7/10/2023,Monitor,Electronics,1,233.68,0.2,,PayPal,Phoenix
ORD-109413,7/13/2023,Mechanical Keyboard,Electronics,4,195.53,0.2,38,Credit Card,Los Angeles
ORD-103458,7/15/2023,Monitor,Electronics,6,76.07,0.15,33,Debit Card,Los Angeles
ORD-102868,1/16/2023,Headphones,Electronics,8,256.89,0.05,44,Debit Card,New York
ORD-101492,3/13/2023,Lip Balm,Beauty,8,50000,0.15,27,PayPal,Houston
ORD-108075,3/5/2023,USB-C Cable,Electronics,1,367.14,0.2,31,Cash,Online
ORD-109372,9/14/2023,Python Guide,BOOKS,9,163.02,0.05,51,Debit Card,Houston
ORD-100062,8/21/2023,Hoodie,Clothing,5,442.33,0.2,41,Cash,Los Angeles
ORD-107888,8/4/2023,Biography,Books,2,246.37,0.1,21,Debit Card,Los Angeles
ORD-108454,4/16/2023,Biography,Books,5,496.45,0.15,68,Apple Pay,Los Angeles
ORD-106968,11/9/2023,Perfume,Beauty,9,242.4,0.1,50,Apple Pay,New York
ORD-100403,5/26/2023,Sunscreen,Beauty,3,300.54,0.1,59,Debit Card,Phoenix
ORD-100333,3/28/2023,Blender,Home & Kitchen,0,34.87,0.15,30,Apple Pay,Chicago
ORD-102085,7/19/2023,T-Shirt,Clothing,1,,0.2,46,PayPal,Los Angeles
ORD-103058,2/12/2023,Air Fryer,Home & Kitchen,3,307.15,0.15,34,PayPal,Chicago
ORD-109826,10/3/2023,Data Science 101,Books,7,246.53,0.05,200,Debit Card,Chicago
ORD-106441,6/7/2023,Wireless Mouse,Electronics,4,5.72,0.2,32,PayPal,Chicago
ORD-100165,11/11/2023,Fiction Novel,Books,2,125.95,0.2,23,cash,Chicago
ORD-104526,2023-13-45,Coffee Maker,Home & Kitchen,4,236.92,0.05,46,PayPal,Los Angeles
ORD-102716,8/15/2023,Jacket,Clothing,7,166.53,0,33,Apple Pay,Online
ORD-109189,3/4/2023,USB-C Cable,Electronics,1,359.66,0,54,Debit Card,New York
ORD-107782,9/3/2023,Fiction Novel,Books,4,259.86,0.2,20,Credit Card,Phoenix
ORD-102756,7/23/2023,Blender,Home & Kitchen,2,232.87,0,150,Credit Card,Online
ORD-105816,1/4/2023,Data Science 101,Books,8,382.82,0.05,54,Debit Card,Chicago
ORD-107509,12/1/2023,T-Shirt,Clothing,9,360.82,0,33,Debit Card,Online
ORD-101335,12/31/2023,Blender,Home & Kitchen,4,391.12,0.15,24,Apple Pay,Los Angeles
ORD-107686,10/28/2023,History Book,Books,1,86.63,0,68,Credit Card,Phoenix
ORD-102865,12/22/2023,Blender,Home & Kitchen,4,62.62,0.05,57,Cash,Online
ORD-101660,8/13/2023,T-Shirt,Clothing,7,489.74,0,68,Apple Pay,Online
ORD-104065,10/21/2023,Headphones,Electronics,-5,352.84,0.1,20,Credit Card,Houston
ORD-100754,9/28/2023,Jacket,Clothing,1,Unknown,0.15,49,PayPal,Online
ORD-103065,9/22/2023,Headphones,Electronics,3,126.72,0.1,40,Cash,Online
ORD-107022,12/6/2023,Shampoo,Beauty,7,416.24,0.1,0,PayPal,Online
ORD-107457,11/27/2023,Cookware Set,Home & Kitchen,4,161.95,,52,Apple Pay,New York
ORD-100707,3/31/2023,Moisturizer,Beauty,8,-5,0,29,Apple Pay,Houston
ORD-102974,4/27/2023,Biography,Books,1,327.77,0.2,54,PayPal,Online
ORD-109919,9/12/2023,History Book,Books,1,9999.99,0.1,46,Credit Card,Chicago
ORD-106193,12/7/2023,Hoodie,Clothing,9,109.12,0.05,22,Credit Card,Houston
ORD-108812,3/26/2023,Sunscreen,Beauty,4,67.77,0,69,Debit Card,New York
ORD-109841,3/30/2023,Hoodie,Clothing,1,476.27,0.2,32,Apple Pay,Houston
ORD-100994,11/25/2023,Socks,Clothing,1,155.72,0.05,36,Credit Card,Chicago
ORD-109870,1/11/2023,Fiction Novel,Books,5,271.82,0.05,26,Apple Pay,New York
ORD-107110,3/30/2023,Mechanical Keyboard,Electronics,6,15.86,0.05,20,Credit Card,Chicago
ORD-109842,8/10/2023,Air Fryer,Home & Kitchen,2,294.73,0,41,Apple Pay,Houston
ORD-109252,8/31/2023,Mechanical Keyboard,Electronics,3,235.94,0,52,Debit Card,Phoenix
ORD-101835,5/4/2023,Lip Balm,Beauty,1,223.98,0.05,26,PayPal,Houston
ORD-103401,12/3/2023,Python Guide,Books,9,348.56,0.15,68,Apple Pay,Chicago
ORD-106924,4/8/2023,Monitor,Electronics,1,438.01,0,72,PayPal,New York
ORD-109927,3/20/2023,Headphones,Electronics,9,21.04,0,70,Cash,New York
ORD-108306,4/17/2023,Headphones,Electronics,8,118.87,0,19,Debit Card,Phoenix
ORD-105428,9/7/2023,Monitor,Electronics,4,158.82,0,N/A,Credit Card,Online
ORD-107399,3/25/2023,Jacket,Clothing,6,143.92,0.15,74,,Online
ORD-107719,11/6/2023,Hoodie,Clothing,2,310.19,0.15,24,PayPal,Chicago
ORD-106290,6/21/2023,Fiction Novel,Books,7,484.69,0.05,43,Apple Pay,Phoenix
ORD-105757,9/18/2023,Cookware Set,Home & Kitchen,6,212.53,0,26,PayPal,PHOENIX
ORD-102263,3/30/2023,Fiction Novel,Books,3,59.69,0.1,54,Cash,Los Angeles
ORD-102247,2/15/2023,Python Guide,Books,1,346.46,0.2,36,PayPal,Houston
ORD-100836,4/26/2023,Monitor,Electronics,4,Unknown,0,66,Credit Card,Houston
ORD-108641,6/23/2023,Data Science 101,BOOKS,4,32.97,0,23,Apple Pay,Online
ORD-109477,9/16/2023,Fiction Novel,Books,2,168.52,0.2,63,Debit Card,Los Angeles
ORD-100433,11/12/2023,Socks,Clothing,4,222.56,0.2,60,Apple Pay,Chicago
ORD-103838,7/3/2023,Fiction Novel,Books,9,Unknown,0,22,Debit Card,Phoenix
ORD-109297,1/12/2023,Jacket,Clothing,Unknown,222.78,0.15,46,Debit Card,Houston
ORD-109760,9/16/2023,Biography,Books,3,478.11,0.05,,Credit Card,Chicago
ORD-107372,3/19/2023,Mug,Home & Kitchen,6,136.65,0.2,41,Credit Card,New York
ORD-109677,5/27/2023,Air Fryer,Home & Kitchen,3,178.64,0.15,59,Cash,Los Angeles
ORD-101194,7/20/2023,Cookware Set,Home & Kitchen,3,32.09,0.2,59,Apple Pay,Phoenix
ORD-107392,2/15/2023,T-Shirt,Clothing,8,96.01,0.15,28,Cash,New York
ORD-102907,4/11/2023,Mug,Home & Kitchen,7,17.36,0.15,200,Apple Pay,Chicago
ORD-105825,5/17/2023,Headphones,Electronics,9,265.7,0.15,-5,Debit Card,Phoenix
ORD-107757,5/20/2023,History Book,Books,7,299.61,0.2,-1,Cash,Online
ORD-106688,7/8/2023,Blender,Home & Kitchen,5,264.46,0.1,72,Cash,Los Angeles
ORD-108966,3/30/2023,Air Fryer,Home & Kitchen,6,428.69,0.05,20,,Online
ORD-109186,4/15/2023,Hoodie,Clothing,2,326.18,0.2,18,Debit Card,Los Angeles
ORD-108118,4/14/2023,Moisturizer,Beauty,4,153.75,0.1,26,Cash,Chicago
ORD-108253,3/16/2023,Biography,Books,9,146.26,0.15,46,Credit Card,New York
ORD-102730,6/26/2023,Jacket,Clothing,9,353.99,0.1,24,Apple Pay,Phoenix
ORD-104517,3/1/2023,Lip Balm,Beauty,5,207.08,0.15,,Debit Card,Phoenix
ORD-106736,9/2/2023,USB-C Cable,Electronics,7,58.73,0.1,35,PayPal,Phoenix
ORD-100434,10/14/2023,Data Science 101,Books,2,326.85,0.1,22,APPLE PAY,Los Angeles
ORD-105567,10/18/2023,Socks,CLOTHING,3,223.17,0.15,18,PayPal,Chicago
ORD-107461,2/4/2023,Shampoo,Beauty,1,127.18,0.2,54,Debit Card,Los Angeles
ORD-109363,4/30/2023,Perfume,Beauty,4,277.13,0.05,200,Credit Card,Houston
ORD-100105,5/24/2023,Jeans,Clothing,4,473.37,0,56,Cash,New York
ORD-109793,6/10/2023,Jacket,Clothing,8,85.22,0,200,Cash,Phoenix
ORD-101657,11/22/2023,Biography,Books,9,128.93,0.1,46,Credit Card,Houston
ORD-107253,1/10/2023,Coffee Maker,Home & Kitchen,3,65.43,0.15,42,Debit Card,Phoenix
ORD-101534,3/18/2023,Monitor,Electronics,3,399.45,0.05,40,Cash,Houston
ORD-102987,6/2/2023,Monitor,Electronics,3,321.52,0.1,34,Debit Card,Phoenix
ORD-107920,3/11/2023,Socks,Clothing,5,399.25,0,29,PayPal,New York
ORD-101333,5/25/2023,Wireless Mouse,Electronics,5,N/A,0.05,54,Apple Pay,Chicago
ORD-105590,9/13/2023,Hoodie,Clothing,2,35.85,0.1,38,Credit Card,Los Angeles
ORD-104827,11/20/2023,Python Guide,Books,4,260.48,0.05,999,Credit Card,New York
ORD-104962,11/21/2023,Moisturizer,Beauty,6,297.59,0.05,21,Apple Pay,Online
ORD-101444,6/27/2023,Coffee Maker,Home & Kitchen,7,453.54,0.1,56,PayPal,new york
ORD-103285,2/13/2023,Blender,Home & Kitchen,N/A,342.43,0.15,58,Cash,Online
ORD-100215,9/14/2023,Coffee Maker,Home & Kitchen,8,295.79,0.1,64,PayPal,New York
ORD-107526,10/8/2023,Sunscreen,Beauty,5,324.09,0.15,64,Credit Card,Phoenix
ORD-105408,10/25/2023,Hoodie,Clothing,2,261.21,0.15,58,Apple Pay,New York
ORD-102911,5/20/2023,Socks,Clothing,7,134.92,0.1,69,PayPal,Online
ORD-107067,3/14/2023,Wireless Mouse,Electronics,6,27,0.2,60,Apple Pay,New York
ORD-109876,5/13/2023,Moisturizer,Beauty,9,50000,0.05,40,Cash,Phoenix
ORD-101420,8/23/2023,Jeans,Clothing,8,491.62,0.2,19,Cash,Houston
ORD-108182,2/7/2023,Fiction Novel,Books,5,78.77,0,68,Cash,Houston
ORD-108725,4/20/2023,Jacket,Clothing,4,81.88,0.05,69,Apple Pay,Chicago
ORD-100182,8/17/2023,USB-C Cable,Electronics,-1,414.83,0.15,47,Debit Card,Online
ORD-109134,10/21/2023,Blender,Home & Kitchen,-5,405.6,0.2,33,Credit Card,Chicago
ORD-108958,10/7/2023,Fiction Novel,Books,9,325.72,0.2,27,Debit Card,Chicago
ORD-102447,6/24/2023,History Book,Books,5,461.29,0.05,70,Debit Card,Phoenix
ORD-105681,12/3/2023,Fiction Novel,Books,8,484.96,0.15,23,Cash,Los Angeles
ORD-106731,12/14/2023,Mug,Home & Kitchen,6,24.4,0.1,31,PayPal,Los Angeles
ORD-106061,12/17/2023,Socks,Clothing,5,318.59,0,22,Credit Card,New York
ORD-109965,12/28/2023,Data Science 101,Books,1,484.02,0.1,33,Apple Pay,Online
ORD-103449,1/10/2023,T-Shirt,Clothing,4,182.87,0.1,46,Debit Card,Online
ORD-108329,11/10/2023,History Book,Books,6,259.72,0.2,50,Debit Card,Chicago
ORD-103173,2/24/2023,Mug,Home & Kitchen,3,109.71,0.05,52,PayPal,Online
ORD-101224,1/27/2023,USB-C Cable,Electronics,7,134.15,0.05,50,PayPal,Phoenix
ORD-106664,6/12/2023,Jacket,Clothing,6,317.69,0.05,52,Cash,New York
ORD-100071,4/2/2023,Jacket,Clothing,3,172.31,0.05,999,PayPal,New York
ORD-100545,5/13/2023,USB-C Cable,Electronics,4,445.68,0.1,45,Credit Card,Phoenix
ORD-101205,7/12/2023,Fiction Novel,Books,8,143.33,0.15,63,Apple Pay,Online
ORD-105823,8/28/2023,Fiction Novel,Books,3,368.83,0.15,30,Credit Card,Phoenix
ORD-106088,2023-13-45,Mug,Home & Kitchen,5,109,0.2,60,Apple Pay,Online
ORD-109377,3/11/2023,Shampoo,Beauty,8,432.13,0.15,32,Debit Card,New York
ORD-103147,12/22/2023,Hoodie,Clothing,1,412.87,0.15,65,Cash,Chicago
ORD-108349,10/20/2023,History Book,Books,6,402.44,0.15,-5,Cash,New York
ORD-109971,3/1/2023,Sunscreen,Beauty,3,140.7,0.15,64,Debit Card,Los Angeles
ORD-109187,9/16/2023,Biography,Books,7,375.52,0.15,52,Credit Card,Phoenix
ORD-108575,4/12/2023,Jeans,Clothing,5,84.45,0.1,72,Debit Card,Houston
ORD-104563,7/21/2023,Socks,Clothing,3,14.07,0.05,69,Credit Card,Chicago
ORD-105271,2/17/2023,Shampoo,Beauty,4,459.61,0.2,26,paypal,New York
ORD-108971,7/6/2023,Socks,Clothing,5,382.96,0.15,35,PayPal,New York
ORD-100878,4/22/2023,Biography,Books,2,14.48,0,72,PayPal,Chicago
ORD-108372,1/15/2023,Coffee Maker,Home & Kitchen,4,453.58,0.05,39,PayPal,Phoenix
ORD-100197,10/10/2023,Jacket,Clothing,4,,0.2,37,Apple Pay,Chicago
ORD-105590,9/13/2023,Hoodie,Clothing,2,35.85,0.1,38,Credit Card,Los Angeles
ORD-103746,12/3/2023,Lip Balm,Beauty,6,445.45,0.1,22,,Online
ORD-106701,4/13/2023,Biography,Books,6,50000,0.05,62,Apple Pay,Chicago
ORD-102998,3/11/2023,Biography,Books,8,19.95,0.1,40,Apple Pay,New York
ORD-102572,7/16/2023,Jacket,Clothing,6,457.94,0.15,30,Cash,New York
ORD-106256,12/1/2023,Socks,Clothing,4,,0,32,Apple Pay,Phoenix
ORD-109650,4/5/2023,Perfume,Beauty,4,247.38,,25,PayPal,Phoenix
ORD-108885,7/25/2023,Sunscreen,Beauty,1,309.23,0.05,42,PAYPAL,New York
ORD-109646,3/31/2023,Jacket,Clothing,9,388.58,0.05,47,PayPal,Houston
ORD-106568,12/1/2023,Air Fryer,Home & Kitchen,4,442.33,0.15,36,PayPal,Phoenix
ORD-105112,9/16/2023,Perfume,Beauty,2,430.29,0,N/A,Apple Pay,Houston
ORD-105699,8/6/2023,USB-C Cable,Electronics,2,155.88,0.05,N/A,PayPal,Online
ORD-106483,3/17/2023,Air Fryer,Home & Kitchen,7,277.31,0.05,20,Cash,Houston
ORD-102869,2/4/2023,Coffee Maker,Home & Kitchen,8,419.96,0,69,Credit Card,Phoenix
ORD-102719,1/15/2023,Headphones,Electronics,4,10.52,0.05,31,PayPal,New York
ORD-108913,3/17/2023,Lip Balm,Beauty,3,312.61,0,35,Apple Pay,Los Angeles
ORD-106209,10/6/2023,Sunscreen,Beauty,4,233.74,0.05,31,Apple Pay,Los Angeles
ORD-108107,11/14/2023,Python Guide,Books,8,334.62,0,69,Debit Card,Houston
ORD-105441,5/6/2023,Data Science 101,Books,9,477.02,0.15,35,Cash,Phoenix
ORD-105088,9/17/2023,Headphones,Electronics,7,187.86,0.15,,Cash,Houston
ORD-108271,1/27/2023,Coffee Maker,Home & Kitchen,5,287.61,0.15,47,Debit Card,Chicago
ORD-102233,4/21/2023,Jeans,Clothing,8,9999.99,0.05,18,Apple Pay,New York
ORD-102683,2/21/2023,Fiction Novel,Books,8,238.78,0.2,N/A,Cash,Chicago
ORD-104711,7/31/2023,Wireless Mouse,Electronics,3,62.82,0,999,Apple Pay,Houston
ORD-104619,9/12/2023,Fiction Novel,Books,5,111.2,0.05,53,Debit Card,Los Angeles
ORD-103567,11/7/2023,USB-C Cable,Electronics,8,95,0,71,Apple Pay,Houston
ORD-108270,9/23/2023,Python Guide,Books,1,401.75,0.2,18,PayPal,Phoenix
ORD-100219,3/28/2023,Fiction Novel,Books,3,,0.15,49,Apple Pay,Phoenix
ORD-109907,2/1/2023,Mechanical Keyboard,Electronics,5,488.38,0.2,57,Cash,Los Angeles
ORD-105014,1/27/2023,Jeans,Clothing,5,105.47,0.2,63,Apple Pay,Phoenix
ORD-107478,7/18/2023,Sunscreen,Beauty,5,256.35,0.1,38,Cash,Phoenix
ORD-102544,11/16/2023,Perfume,Beauty,9,254.8,0.05,,Credit Card,Online
ORD-109920,2/27/2023,Wireless Mouse,Electronics,9,308.54,0.15,27,Credit Card,New York
ORD-101245,1/14/2023,Blender,Home & Kitchen,2,104.63,0,46,Debit Card,Houston
ORD-100421,3/7/2023,Data Science 101,Books,7,135.24,0,38,Apple Pay,Online
ORD-107499,Invalid_Date,Jacket,Clothing,7,147.31,0.05,57,Credit Card,Online
ORD-109230,5/12/2023,Jeans,Clothing,4,272.44,0.15,71,Cash,Phoenix
ORD-102059,11/4/2023,Lip Balm,Beauty,8,453.13,0.05,18,Cash,Online
ORD-108743,8/2/2023,Wireless Mouse,ELECTRONICS,7,494.65,0,28,Debit Card,Houston
ORD-106865,4/2/2023,Jacket,Clothing,6,455.04,0.15,33,Debit Card,Chicago
ORD-103885,12/9/2023,Cookware Set,Home & Kitchen,1,99.4,0,23,Apple Pay,Houston
ORD-104808,3/31/2023,Moisturizer,BEAUTY,2,451.33,0.05,27,Debit Card,Los Angeles
ORD-101167,3/24/2023,Shampoo,Beauty,2,161.89,0.05,34,Apple Pay,Online
ORD-100255,10/30/2023,Mechanical Keyboard,Electronics,9,225.77,0.15,999,Cash,Online
ORD-100416,5/16/2023,Sunscreen,Beauty,1,153.92,0.15,20,Debit Card,New York
ORD-108651,12/25/2023,History Book,Books,5,230.94,0.1,63,Cash,Los Angeles
